feature,nominated_best_picture,won_best_picture,num_of_awards
keyword=alien life form,-0.004519277,-0.001780611,-0.003503954
keyword=magician,-0.015002873,-0.005911187,-0.011632256
keyword=interpreter,-0.004519277,-0.001780611,-0.003503954
keyword=unprofessional conduct,-0.004519277,-0.001780611,-0.003503954
keyword=noisy neighbor,-0.004519277,-0.001780611,-0.003503954
keyword=pants,-0.004519277,-0.001780611,-0.003503954
keyword=witness protection program,-0.006391824,-0.002518402,-0.004955806
keyword=bhutan,-0.004519277,-0.001780611,-0.003503954
keyword=baseball card,-0.004519277,-0.001780611,-0.003503954
keyword=investment fraud,-0.004519277,-0.001780611,-0.003503954
keyword=film producer,-0.006391824,-0.002518402,-0.004955806
keyword=snorting,-0.004519277,-0.001780611,-0.003503954
keyword=firearm,-0.004519277,-0.001780611,-0.003503954
keyword=hostel,-0.006391824,-0.002518402,-0.004955806
keyword=alternative comedy,-0.004519277,-0.001780611,-0.003503954
keyword=past life regression,-0.004519277,-0.001780611,-0.003503954
keyword=death of wife,-0.009041107,-0.003562229,-0.007009888
keyword=supervillian origin,-0.004519277,-0.001780611,-0.003503954
keyword=ski mask,-0.004519277,-0.001780611,-0.003503954
keyword=power exchange,-0.004519277,-0.001780611,-0.003503954
keyword=real life event,-0.004519277,-0.001780611,-0.003503954
keyword=spanish civil war,-0.004519277,-0.001780611,-0.003503954
keyword=based on cartoon,-0.007829091,-0.00308469,-0.00607017
keyword=pepper spray,-0.004519277,-0.001780611,-0.003503954
keyword=first lady,-0.004519277,-0.001780611,-0.003503954
keyword=teen comedy,-0.007829091,-0.00308469,-0.00607017
keyword=flying dagger,-0.004519277,-0.001780611,-0.003503954
keyword=celebrity couple,0.041655563,-0.001780611,0.011449065
keyword=test launch,-0.004519277,-0.001780611,-0.003503954
keyword=bike,-0.004519277,-0.001780611,-0.003503954
keyword=auto theft,-0.006391824,-0.002518402,-0.004955806
keyword=bridesmaid,-0.004519277,-0.001780611,-0.003503954
keyword=boxing training,-0.004519277,-0.001780611,-0.003503954
keyword=evil step mother,-0.004519277,-0.001780611,-0.003503954
keyword=underwater headquarters,-0.004519277,-0.001780611,-0.003503954
keyword=1930s,0.057102377,-0.007566612,0.048652183
keyword=crime spree,-0.004519277,-0.001780611,-0.003503954
keyword=martial arts,0.000539378,0.009901786,0.010868148
keyword=grudge,0.041655563,-0.001780611,-0.003503954
keyword=mysterious stranger,-0.004519277,-0.001780611,-0.003503954
keyword=smuggling,0.022960987,-0.004713718,0.018998692
keyword=reunited family,-0.004519277,-0.001780611,-0.003503954
keyword=lost opportunity,-0.004519277,-0.001780611,-0.003503954
keyword=loch ness monster,-0.004519277,-0.001780611,-0.003503954
keyword=suitcase full of money,-0.004519277,-0.001780611,-0.003503954
keyword=stick fight,-0.004519277,-0.001780611,-0.003503954
keyword=obesity,-0.006391824,-0.002518402,-0.004955806
keyword=high tech,-0.006391824,-0.002518402,0.005618571
keyword=money,0.008809124,-0.00124049,0.010249018
keyword=hispanic,-0.006391824,-0.002518402,-0.004955806
keyword=classical music,0.018834985,-0.00308469,-0.00607017
keyword=nude nun,-0.004519277,-0.001780611,-0.003503954
keyword=book of the dead,-0.004519277,-0.001780611,-0.003503954
keyword=message,-0.004519277,-0.001780611,-0.003503954
keyword=revenge motive,-0.007829091,-0.00308469,-0.00607017
keyword=political thriller,-0.010109217,-0.003983068,-0.007838032
keyword=3 dimensional,-0.011075135,-0.004363644,-0.008586942
keyword=year 1964,-0.004519277,-0.001780611,-0.003503954
keyword=astoria,-0.004519277,-0.001780611,-0.003503954
keyword=park ranger,-0.004519277,-0.001780611,-0.003503954
keyword=storytelling,-0.006391824,-0.002518402,-0.004955806
keyword=airport security,-0.004519277,-0.001780611,-0.003503954
keyword=corruption,0.044849053,-0.006670605,0.010880901
keyword=girl band,-0.004519277,-0.001780611,-0.003503954
keyword=space travel,-0.010109217,-0.003983068,-0.001148319
keyword=year 2046,-0.004519277,-0.001780611,-0.003503954
keyword=year 2047,-0.004519277,-0.001780611,-0.003503954
keyword=hit on the head with a ball,-0.004519277,-0.001780611,-0.003503954
keyword=one word series title,0.026261792,-0.002518402,0.005618571
keyword=publishing house,-0.004519277,-0.001780611,-0.003503954
keyword=nuclear missile,-0.004519277,-0.001780611,-0.003503954
keyword=alzheimer's disease,-0.010109217,-0.003983068,0.012231107
keyword=pablo neruda,0.041655563,-0.001780611,0.011449065
keyword=rasputin,0.041655563,-0.001780611,0.026402085
keyword=terrorist,-0.02904706,-0.011444647,-0.020177097
keyword=screenplay adapted by author,-0.004519277,-0.001780611,-0.003503954
keyword=back to school,-0.004519277,-0.001780611,-0.003503954
keyword=super soldier,-0.006391824,-0.002518402,-0.004955806
keyword=single father,-0.009041107,-0.003562229,-0.007009888
keyword=mephistopheles,-0.004519277,-0.001780611,-0.003503954
keyword=manifestation,-0.004519277,-0.001780611,-0.003503954
keyword=sole survivor,0.041655563,-0.001780611,0.101167182
keyword=greece,0.010548579,-0.003983068,0.012231107
keyword=martial law,-0.004519277,-0.001780611,-0.003503954
keyword=high standards,-0.004519277,-0.001780611,-0.003503954
keyword=social isolation,-0.004519277,-0.001780611,-0.003503954
keyword=masquerade party,-0.004519277,-0.001780611,-0.003503954
keyword=yuppie,-0.004519277,-0.001780611,0.011449065
keyword=screwball,-0.004519277,-0.001780611,-0.003503954
keyword=younger version of character,-0.006391824,-0.002518402,-0.004955806
keyword=mourning,0.041655563,-0.001780611,-0.003503954
keyword=chronic traumatic encephalopathy,-0.004519277,-0.001780611,-0.003503954
keyword=breasts growing,-0.004519277,-0.001780611,-0.003503954
keyword=choir,0.018834985,0.0589947,0.028468852
keyword=outpost,0.041655563,0.105723803,0.101167182
keyword=website,-0.010109217,-0.003983068,-0.007838032
keyword=rope,-0.004519277,-0.001780611,-0.003503954
keyword=murder suspect,-0.004519277,-0.001780611,-0.003503954
keyword=president,-0.01292268,-0.011014854,-0.011938676
keyword=chariot race,-0.006391824,-0.002518402,-0.004955806
keyword=red hair,-0.004519277,-0.001780611,-0.003503954
keyword=wordplay in title,-0.004519277,-0.001780611,-0.003503954
keyword=disfigured face,-0.004519277,-0.001780611,-0.003503954
keyword=pope,-0.004519277,-0.001780611,-0.003503954
keyword=high definition television,-0.004519277,-0.001780611,-0.003503954
keyword=stock broker,-0.004519277,-0.001780611,-0.003503954
keyword=bloopers during credits,-0.006391824,-0.002518402,-0.004955806
keyword=actor playing himself,-0.004519277,-0.001780611,-0.003503954
keyword=bobsled,-0.004519277,-0.001780611,-0.003503954
keyword=front desk,-0.004519277,-0.001780611,-0.003503954
keyword=iceman,-0.004519277,-0.001780611,-0.003503954
keyword=fancy restaurant,-0.004519277,-0.001780611,0.011449065
keyword=begins with narration,-0.004519277,-0.001780611,-0.003503954
keyword=spear,-0.004519277,-0.001780611,-0.003503954
keyword=song during credits,0.041655563,-0.001780611,0.026402085
keyword=bureaucracy,-0.004519277,-0.001780611,-0.003503954
keyword=goblin,-0.004519277,-0.001780611,-0.003503954
keyword=cigarette lighter,-0.004519277,-0.001780611,-0.003503954
keyword=recruiting,-0.004519277,-0.001780611,-0.003503954
keyword=actor,0.024661182,0.023986294,0.019705825
keyword=african american lesbian,0.026261792,-0.002518402,0.016192947
keyword=insurance salesman,0.058915408,-0.002518402,0.016192947
keyword=pakistan,0.010548579,0.044112479,0.045679671
keyword=hammer,-0.004519277,-0.001780611,-0.003503954
keyword=college football,-0.006391824,-0.002518402,-0.004955806
keyword=peasant,0.072163138,-0.00308469,0.07164263
keyword=giant monster,-0.004519277,-0.001780611,-0.003503954
keyword=pacific palisades,-0.004519277,-0.001780611,-0.003503954
keyword=addict,-0.004519277,-0.001780611,-0.003503954
keyword=university,-0.002328117,-0.006174615,-0.003508559
keyword=vixen,-0.004519277,-0.001780611,-0.003503954
keyword=dangerous friend,-0.004519277,-0.001780611,-0.003503954
keyword=englishman,0.026261792,0.073505855,0.037341701
keyword=throat slitting,-0.007829091,-0.00308469,-0.00607017
keyword=national lampoon series,-0.004519277,-0.001780611,-0.003503954
keyword=nascar,-0.006391824,-0.002518402,-0.004955806
keyword=alone,0.041655563,-0.001780611,-0.003503954
keyword=gorilla,-0.010109217,-0.003983068,0.01892082
keyword=painting,-0.001067512,-0.005911187,0.010931518
keyword=election,0.001835166,-0.005345861,-0.010519787
keyword=lobster trap,-0.004519277,-0.001780611,-0.003503954
keyword=end times,-0.004519277,-0.001780611,-0.003503954
keyword=fake drowning,-0.004519277,-0.001780611,-0.003503954
keyword=smear campaign,-0.004519277,-0.001780611,-0.003503954
keyword=political conspiracy,-0.006391824,-0.002518402,-0.004955806
keyword=high school basketball,-0.006391824,-0.002518402,-0.004955806
keyword=opec,-0.004519277,-0.001780611,-0.003503954
keyword=somalia,0.026261792,-0.002518402,0.016192947
keyword=normandy,0.058915408,-0.002518402,0.058490455
keyword=bar mitzvah,0.018834985,-0.00308469,-0.00607017
keyword=chauffeur,-0.006391824,-0.002518402,-0.004955806
keyword=outback,-0.004519277,-0.001780611,-0.003503954
keyword=rape threat,-0.004519277,-0.001780611,-0.003503954
keyword=genetics,-0.009041107,-0.003562229,-0.007009888
keyword=drought,-0.004519277,-0.001780611,-0.003503954
keyword=female inventor,-0.004519277,-0.001780611,-0.003503954
keyword=bound with duct tape,-0.004519277,-0.001780611,-0.003503954
keyword=21 year old,-0.004519277,-0.001780611,-0.003503954
keyword=hotel,-0.004059042,0.003489013,-0.008792197
keyword=railroad,0.001835166,-0.005345861,0.004444505
keyword=collector,-0.006391824,-0.002518402,-0.004955806
keyword=yeshiva,-0.004519277,-0.001780611,0.011449065
keyword=apache,-0.006391824,-0.002518402,-0.004955806
keyword=princess,-0.009915162,-0.010259784,0.011140761
keyword=new school,-0.004519277,-0.001780611,-0.003503954
keyword=partisan commentary,-0.004519277,-0.001780611,-0.003503954
keyword=gang violence,-0.006391824,-0.002518402,-0.004955806
keyword=slave girl,-0.004519277,-0.001780611,-0.003503954
keyword=cleveland browns,-0.004519277,-0.001780611,-0.003503954
keyword=female therapist,-0.004519277,-0.001780611,-0.003503954
keyword=excalibur,-0.004519277,-0.001780611,-0.003503954
keyword=bullet time,-0.004519277,-0.001780611,-0.003503954
keyword=acorn,-0.004519277,-0.001780611,-0.003503954
keyword=reference to vanilla ice,-0.004519277,-0.001780611,-0.003503954
keyword=zodiac killer,-0.004519277,-0.001780611,-0.003503954
keyword=garden,-0.004519277,-0.001780611,-0.003503954
keyword=ancient egypt,-0.007829091,-0.00308469,0.002564586
keyword=tragic event,-0.010109217,-0.003983068,-0.007838032
keyword=evil brother,-0.004519277,-0.001780611,-0.003503954
keyword=kumite,-0.004519277,-0.001780611,-0.003503954
keyword=nazis,0.037146777,-0.003562229,0.022904599
keyword=gullibility,-0.004519277,-0.001780611,-0.003503954
keyword=sex tourism,-0.004519277,-0.001780611,-0.003503954
keyword=deformed,-0.004519277,-0.001780611,-0.003503954
keyword=haunting,-0.009041107,-0.003562229,-0.007009888
keyword=pyramid,-0.007829091,-0.00308469,-0.00607017
keyword=cowboy boots,-0.006391824,-0.002518402,-0.004955806
keyword=watching pornography,-0.004519277,-0.001780611,-0.003503954
keyword=sailing,-0.004519277,-0.001780611,-0.003503954
keyword=stepbrother,-0.004519277,-0.001780611,-0.003503954
keyword=african anglo,0.041655563,-0.001780611,-0.003503954
keyword=multi protagonist,-0.004519277,-0.001780611,-0.003503954
keyword=interracial couple,-0.004519277,-0.001780611,-0.003503954
keyword=wellesley college,-0.004519277,-0.001780611,-0.003503954
keyword=mall,-0.010109217,-0.003983068,-0.007838032
keyword=gay couple,-0.004519277,-0.001780611,-0.003503954
keyword=dodge viper,-0.006391824,-0.002518402,-0.004955806
keyword=marigold,-0.004519277,-0.001780611,-0.003503954
keyword=what happened to epilogue,-0.009041107,-0.003562229,-0.007009888
keyword=standoff,0.041655563,-0.001780611,0.011449065
keyword=housing project,-0.007829091,-0.00308469,-0.00607017
keyword=menstrual blood,-0.004519277,-0.001780611,-0.003503954
keyword=gallipoli,-0.006391824,-0.002518402,-0.004955806
keyword=hoodoo,-0.004519277,-0.001780611,-0.003503954
keyword=video,-0.006391824,-0.002518402,-0.004955806
keyword=weapon of mass destruction,-0.004519277,-0.001780611,-0.003503954
keyword=separation,-0.004519277,-0.001780611,-0.003503954
keyword=san francisco giants,-0.004519277,-0.001780611,-0.003503954
keyword=stuck in elevator,-0.004519277,-0.001780611,-0.003503954
keyword=fighting,-0.012790875,-0.005039651,-0.009917216
keyword=alien,-0.036100932,-0.016248481,-0.016998189
keyword=mind control,-0.011075135,-0.004363644,-0.008586942
keyword=sirens,-0.004519277,-0.001780611,-0.003503954
keyword=tribute,-0.004519277,-0.001780611,-0.003503954
keyword=patriarch,0.026261792,0.073505855,0.026767324
keyword=elvis,-0.006391824,-0.002518402,-0.004955806
keyword=footprint,-0.004519277,-0.001780611,-0.003503954
keyword=nudity,-0.023540531,-0.009275055,-0.015367024
keyword=pokemon,-0.004519277,-0.001780611,-0.003503954
keyword=best friends,-0.004519277,-0.001780611,-0.003503954
keyword=colonel,0.007781433,0.02209638,0.026885948
keyword=flashback,0.015595555,0.013249784,0.031739344
keyword=milf,-0.004519277,-0.001780611,-0.003503954
keyword=amateur theater,-0.004519277,-0.001780611,-0.003503954
keyword=film editor,-0.004519277,-0.001780611,-0.003503954
keyword=mill,0.041655563,-0.001780611,0.011449065
keyword=stonewall jackson,-0.004519277,-0.001780611,-0.003503954
keyword=dynasty,-0.004519277,-0.001780611,-0.003503954
keyword=show producer,-0.004519277,-0.001780611,-0.003503954
keyword=captain america,-0.006391824,-0.002518402,-0.004955806
keyword=car breakdown,-0.004519277,-0.001780611,-0.003503954
keyword=salary,-0.006391824,-0.002518402,-0.004955806
keyword=bigfoot,-0.006391824,-0.002518402,-0.004955806
keyword=adulterous wife,0.018834985,-0.00308469,0.002564586
keyword=mental hospital,-0.007829091,-0.00308469,0.002564586
keyword=gothic,-0.010109217,-0.003983068,-0.007838032
keyword=based on memoir,0.041655563,-0.001780611,0.011449065
keyword=philippines,-0.004519277,-0.001780611,-0.003503954
keyword=hiking,-0.007829091,-0.00308469,-0.00607017
keyword=audio surveillance,-0.004519277,-0.001780611,-0.003503954
keyword=reenactment,-0.006391824,-0.002518402,-0.004955806
keyword=based on cult tv series,-0.004519277,-0.001780611,-0.003503954
keyword=c 130 hercules,-0.004519277,-0.001780611,-0.003503954
keyword=military crime,-0.004519277,-0.001780611,-0.003503954
keyword=throne,0.026261792,0.073505855,0.037341701
keyword=directed by star,-0.010109217,-0.003983068,-0.007838032
keyword=special agent,-0.004519277,-0.001780611,-0.003503954
keyword=sexual awakening,-0.004519277,-0.001780611,-0.003503954
keyword=subjective camera,-0.009041107,-0.003562229,-0.007009888
keyword=wrongful arrest,-0.006391824,-0.002518402,-0.004955806
keyword=reality show,-0.007829091,-0.00308469,-0.00607017
keyword=fireworks,-0.004519277,-0.001780611,-0.003503954
keyword=goddess,-0.006391824,-0.002518402,-0.004955806
keyword=game tester,-0.004519277,-0.001780611,-0.003503954
keyword=dairy farm,-0.004519277,-0.001780611,-0.003503954
keyword=delusion,-0.006391824,-0.002518402,-0.004955806
keyword=hawk,-0.004519277,-0.001780611,-0.003503954
keyword=stutter,-0.004519277,-0.001780611,-0.003503954
keyword=panties pulled down,-0.007829091,-0.00308469,-0.00607017
keyword=golf caddy,-0.004519277,-0.001780611,-0.003503954
keyword=asian dragon,-0.004519277,-0.001780611,-0.003503954
keyword=land,0.041655563,-0.001780611,0.011449065
keyword=irish free state,-0.004519277,-0.001780611,-0.003503954
keyword=toilet sex,-0.004519277,-0.001780611,-0.003503954
keyword=scroll,-0.004519277,-0.001780611,-0.003503954
keyword=potion,-0.006391824,-0.002518402,-0.004955806
keyword=archbishop,0.041655563,-0.001780611,0.011449065
keyword=economy,-0.006391824,-0.002518402,-0.004955806
keyword=international cooperation,0.041655563,-0.001780611,-0.003503954
keyword=abuse of power,-0.006391824,-0.002518402,-0.004955806
keyword=1900s,0.041655563,0.105723803,0.131073221
keyword=stairway,-0.004519277,-0.001780611,-0.003503954
keyword=gay marriage proposal,-0.004519277,-0.001780611,-0.003503954
keyword=desert island,-0.004519277,-0.001780611,-0.003503954
keyword=mummy,-0.007829091,-0.00308469,-0.00607017
keyword=conspiracy theory,-0.004519277,-0.001780611,-0.003503954
keyword=mistaken identity,-0.011963641,-0.004713718,-0.009275832
keyword=the joker,-0.004519277,-0.001780611,-0.003503954
